t_ms,PacketId,SpeedKmh,SteerAngle,Gas,Brake,Gear,Rpms,Heading,Pitch,Roll,AccG_x,AccG_y,AccG_z,Velocity_x,Velocity_y,Velocity_z,WheelSlip_0,WheelSlip_1,WheelSlip_2,WheelSlip_3
127482.502,4650,34.893863677978516,-0.1878824234008789,1.0,0.0,2,5328,-0.15242083370685577,0.09904644638299942,-0.08190785348415375,0.0009573571151122451,-0.017683351412415504,0.8928200006484985,1.4899258613586426,0.6635421514511108,9.581007957458496,5.948513507843018,6.346374988555908,4.908049583435059,5.098362445831299
127498.008,4655,35.37010192871094,-0.1878824234008789,1.0,0.0,2,5326,-0.15031298995018005,0.09901457279920578,-0.08374573290348053,-0.007172206416726112,-0.010084262117743492,0.902534008026123,1.5071372985839844,0.6742174625396729,9.712203979492188,5.640337944030762,5.952789306640625,4.8025383949279785,4.943700313568115
127498.111,4655,35.37010192871094,-0.1878824234008789,1.0,0.0,2,5326,-0.15031298995018005,0.09901457279920578,-0.08374573290348053,-0.007172206416726112,-0.010084262117743492,0.902534008026123,1.5071372985839844,0.6742174625396729,9.712203979492188,5.640337944030762,5.952789306640625,4.8025383949279785,4.943700313568115
127513.689,4660,35.84857177734375,-0.16164198517799377,1.0,0.0,2,5323,-0.14847923815250397,0.09907182306051254,-0.08522286266088486,-0.015152799896895885,-0.005544595420360565,0.9055051803588867,1.5249369144439697,0.6861464977264404,9.8435697555542,5.252448081970215,5.499490261077881,4.760535717010498,4.861173629760742
127529.551,4666,36.4257698059082,-0.14172625541687012,1.0,0.0,2,5317,-0.14654526114463806,0.09925064444541931,-0.08654947578907013,-0.019650258123874664,-0.0026713269762694836,0.9115182757377625,1.5450459718704224,0.7011620402336121,10.002191543579102,4.801115989685059,4.99716329574585,4.68801212310791,4.764369487762451
127529.787,4666,36.4257698059082,-0.14172625541687012,1.0,0.0,2,5317,-0.14654526114463806,0.09925064444541931,-0.08654947578907013,-0.019650258123874664,-0.0026713269762694836,0.9115182757377625,1.5450459718704224,0.7011620402336121,10.002191543579102,4.801115989685059,4.99716329574585,4.68801212310791,4.764369487762451
127545.149,4671,36.90912628173828,-0.12132923305034637,1.0,0.0,2,5312,-0.14516404271125793,0.0994882583618164,-0.08727961778640747,-0.04770378768444061,-0.000272786506684497,0.9165002703666687,1.561003565788269,0.7140263319015503,10.135160446166992,4.514144420623779,4.661861419677734,4.5516252517700195,4.610256195068359
127560.364,4676,37.396305084228516,-0.10781992971897125,1.0,0.0,2,5304,-0.14395375549793243,0.0998004823923111,-0.08771177381277084,-0.0464201495051384,0.0041984086856245995,0.9252099990844727,1.5760005712509155,0.7275417447090149,10.269397735595703,4.312743663787842,4.434733867645264,4.325560092926025,4.378540515899658
127560.450,4676,37.396305084228516,-0.10781992971897125,1.0,0.0,2,5304,-0.14395375549793243,0.0998004823923111,-0.08771177381277084,-0.0464201495051384,0.0041984086856245995,0.9252099990844727,1.5760005712509155,0.7275417447090149,10.269397735595703,4.312743663787842,4.434733867645264,4.325560092926025,4.378540515899658
127575.974,4681,37.88652420043945,-0.0839393138885498,1.0,0.0,2,5295,-0.1429261863231659,0.10019150376319885,-0.08786548674106598,-0.06815869361162186,0.00444210646674037,0.9278903007507324,1.5896120071411133,0.7413650155067444,10.404542922973633,4.1894307136535645,4.279018878936768,4.0316057205200195,4.0797529220581055
127592.677,4686,38.37932205200195,-0.06540481746196747,1.0,0.0,2,5285,-0.14202363789081573,0.10065976530313492,-0.08779251575469971,-0.052738554775714874,0.004483453929424286,0.9332688450813293,1.6015956401824951,0.7551957964897156,10.540679931640625,4.0972723960876465,4.1772565841674805,3.6988046169281006,3.755382537841797
127592.771,4687,38.4781494140625,-0.06540481746196747,1.0,0.0,2,5283,-0.14184994995594025,0.10076217353343964,-0.08775854110717773,-0.05325785279273987,0.00543294008821249,0.9341351985931396,1.6038655042648315,0.7579430341720581,10.568000793457031,4.078962802886963,4.161103248596191,3.6312811374664307,3.6900253295898438
127607.195,4692,38.974727630615234,-0.04739958047866821,1.0,0.0,2,5271,-0.14107322692871094,0.1013229489326477,-0.08747956156730652,-0.08294069021940231,0.00489079300314188,0.9425405263900757,1.6143544912338257,0.7717369794845581,10.705540657043457,4.000338554382324,4.063079833984375,3.2964529991149902,3.357726812362671
