t_ms,packet_id,speed_kmh,steer,gas,brake,gear,rpms,heading,pitch,roll,accg_x,accg_y,accg_z
77878.673,606,0.01675194315612316,0.0,0.0,1.0,1,5,-0.23860113322734833,0.07501836866140366,-0.054045192897319794,8.757635805523023e-05,0.00019992033776361495,-4.989523222320713e-05
77889.233,609,0.016761697828769684,0.0,0.0,1.0,1,5,-0.23860101401805878,0.07501804828643799,-0.054045893251895905,0.0003715817001648247,0.0003272405010648072,-9.855361713562161e-05
77899.871,613,0.016788747161626816,0.0,0.0,1.0,1,5,-0.23860107362270355,0.07501756399869919,-0.05404675379395485,0.00020192406373098493,0.0002862574183382094,-8.831186278257519e-05
77910.411,616,0.0168078001588583,0.0,0.0,1.0,1,5,-0.23860108852386475,0.0750172883272171,-0.05404704809188843,-0.0002506267628632486,1.7992870198213495e-05,-5.0481561629567295e-05
77920.878,619,0.016819678246974945,0.0,0.0,1.0,1,5,-0.23860102891921997,0.07501712441444397,-0.05404704809188843,-2.0017881979583763e-05,3.453493627603166e-05,-3.596547321649268e-05
77931.563,623,0.01684986799955368,0.0,0.0,1.0,1,5,-0.23860087990760803,0.07501708716154099,-0.05404725670814514,9.440391295356676e-05,3.616217145463452e-05,-0.00013139721704646945
77941.970,627,0.016883868724107742,0.0,0.0,1.0,1,5,-0.23860076069831848,0.0750173032283783,-0.054047539830207825,-5.2032879466423765e-05,-0.00015244947280734777,-0.00010052273864857852
77952.488,630,0.016918767243623734,0.0,0.0,1.0,1,5,-0.2386007159948349,0.07501761615276337,-0.05404769629240036,-0.00019848569354508072,-0.00033642310881987214,-0.00010264223965350538
77963.038,634,0.0169693510979414,0.0,0.0,1.0,1,5,-0.23860064148902893,0.07501814514398575,-0.05404781922698021,3.201231447746977e-05,-0.00039473557262681425,-0.00014358838961925358
77973.716,637,0.017017031088471413,0.0,0.0,1.0,1,5,-0.2386004477739334,0.0750185176730156,-0.054047755897045135,0.00035493512405082583,-0.0003258713986724615,-0.0001867221581051126
77984.189,641,0.017044086009263992,0.0,0.0,1.0,1,5,-0.23860011994838715,0.07501892745494843,-0.054047200828790665,0.0005092224455438554,-6.150129047455266e-05,-7.964977703522891e-05
